ID,Name,Incident Type,Status,Severity,Summary,Incident Manager,Reporter,Comms Lead,IM SLT,Tech Lead,Impacted Platform,Impacted Client(s),Resolution (Fix) ,Impact ,Fault Responsibility,Zoom Meeting Link,VoucherEngine Component,Root Cause Analysis Summary,Repeat Incident,Monitoring,Detection & Triage,Investigation & Resolution,Client Communication,Affected services,Environment Type,Post-Mortem Document,Created At,Reported at,Accepted at,Declined at,Merged at,Canceled at,Resolved at,Impact started at,Identified at,Fixed at,Documented at,Reviewed at,Closed at,Incident duration,Updated At,Creator Alert ID,Visibility,Workload Total (minutes),Workload In Working Hours (minutes),Workload In Late Hours (minutes),Workload In Sleeping Hours (minutes),Channel name,Channel link,Source,Opted out of post-incident flow
132,Partial Outage of Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P3 - Critical,"On 28 April 2025 at 03:36 UTC, the technical team was alerted by Mastercard that some transactions were being processed in standin. Investigation found the delays were caused by long-running requests on ColdFusion application servers (TRN-01, TRN-03, and TRN-05), which led to slowness in transaction responses and ultimately caused transaction timeouts. ColdFusion (CF) services were restarted and transactions normalised after 05:37 UTC. Further analysis is ongoing, and a detailed root cause and any corrective actions will be provided in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,,,Ardiansyah Ar,VoucherEngine,Agoda,ColdFusion (CF) services were restarted ,Intermittern transaction timeouts,Paymentology,,,,,,,,,,,,2025-04-28T04:56:29.343Z,2025-04-28T04:56:29.343Z,,,,,2025-04-28T07:07:27.745Z,,2025-04-28T05:59:40.426Z,,2025-04-28T08:07:50.280Z,,,7858,2025-04-28T08:07:50.616Z,,public,411.6,371.6,20,20,28apr-p3-critical-132-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08PP92AW5U,Reported by Vicnesh Baskar,false
133,Full Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"Full outage on transaction processing, preliminary investigation shows that it could have been caused by a db failure.

Advices:
MC - 1478
Visa - 17
Do Not Honor (05) : 79**
**
Start time: 17:35 UTC
End time: 17:49 UTC",Daniel Velado,Daniel Velado,,,,Banking.Live,Wio,,,Third-Party - Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8694038924/Retrospective+-+INC-133+Full+Outage+of+Transaction+Processing,2025-04-28T19:34:34.382Z,2025-04-28T19:34:34.382Z,,,,,,,,,,,,,2026-02-02T15:11:36.794Z,,public,912.9,761.2,141.5,10,28apr-p1-133-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08QQH1NUHE,Reported by Daniel Velado,false
134,Full Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"Disconnection on GIM nodes:
PROD_PANL_7C
PROD_GIMI_3C
PROD_FRMN_7C

Start time: 2025-04-28 22:11UTC
End time: 2025-04-28 22:42 UTC",Daniel Velado,Daniel Velado,,,,VoucherEngine,,,,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8694006219/Retrospective+-+INC-134+Full+Outage+of+Transaction+Processing,2025-04-28T22:59:31.836Z,2025-04-28T22:59:31.836Z,,,,,,,,,,,,,2026-02-02T15:12:22.010Z,,public,191.2,137.6,12.1,41.5,28apr-p1-134-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08Q6N6MV44,Reported by Daniel Velado,false
135,Full Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"On April 30th at 23:14 UTC PYTG monitoring systems triggered alerts indicating there was a transaction processing issue.

Monitoring Team confirmed no transactions were visible since 23:03 UTC and

Advanced Support restarted the affected applications.
Traffic visible after the restart, transactions started processing as expected with no issues from 23:20 UTC.


Advanced Support confirmed there were no connection errors on PYTG systems or applications. Mastercard has been engaged to assist in the investigation as no authorisations were received from their side at the time of the incident.",Daniel Velado,Daniel Velado,,,,Banking.Live,C24,,,Third-Party - Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8698691643/Retrospective+-+INC-135+Full+Outage+of+Transaction+Processing,2025-04-30T23:32:07.596Z,2025-04-30T23:32:07.596Z,,,,,,,,,,,,,2026-02-02T15:13:14.419Z,,public,383.6,268.2,35.2,80.2,01may-p1-135-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08R49F2Y8Y,Reported by Daniel Velado,false
137,Full Outage of Transaction Processing - D360,Service Incident,Root Cause Analysis and Corrective Actions,P1,"Full Outage of transaction processing occurred from 10:43 -10:57 UTC on 3rd May. Currently transactions are processing as expected with no issues. Investigation into the technical root cause is on-going, thus far no issues identified within PYTG application/infra.",Kaisar Mahmood,Kaisar Mahmood,,,,Banking.Live,D360,"Auto resolved, no action was taken by PYTG support teams.",Full Outage of transaction processing occurred from 10:43 -10:57 UTC on 3rd May - (Transactions were processed in STIP),Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8703934833/Incident+Post+Mortem+INC-137+2025-05-03+-+P1+-+Full+Outage+of+Transaction+Processing+-+D360,2025-05-03T13:03:55.323Z,2025-05-03T13:03:55.323Z,,,,,2025-05-05T07:06:15.616Z,2025-05-03T02:43:00.000Z,2025-05-03T13:16:31.420Z,,2025-05-05T07:07:50.382Z,,,756,2026-02-02T15:14:41.879Z,,public,268.8,168.3,78.9,21.6,03may-p1-137-full-outage-of-transaction-processing-d360,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08R4N0QSLR,Reported by Kaisar Mahmood,false
138,Partial Outage of Transaction Processing,Service Incident,Closed,P1,"On 08 May 2025 at 05:02 UTC, the Support team was alerted about a partial outage impacting transaction processing in SH02. Initial investigation showed that tokenised FAST transactions were failing with HTTP 400 errors after a deployment, causing transactions to be routed to STIP. The issue was identified as a JSON formatting error in the FAST request specific to the deployment. A hotfix was prepared and deployed across all PayPowers, with deployment completed by 07:35 UTC. Transaction processing normalised after 07:48 UTC with no further failures observed. The issue was resolved by fixing the JSON formatting and deploying the corrected version. Internal technical teams have been engaged for a detailed investigation. Further updates on the root cause and preventive actions will be provided in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,,,Abdul Sahaptheen,Banking.Live,Constantinople,,Tokenized transactions are being processed in Standin,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8715042847/2025-05-08+-+P1+-+Partial+Outage+of+Transaction+Processing,2025-05-08T06:52:07.825Z,2025-05-08T06:52:07.825Z,,,,,2025-05-08T08:03:52.662Z,,2025-05-08T07:36:49.493Z,2025-05-08T08:03:52.662Z,2025-05-09T06:37:29.121Z,2025-05-13T22:50:02.303Z,2025-05-13T22:50:02.303Z,4304,2026-02-02T15:15:05.318Z,,public,423.6,374.2,0,49.4,08may-p1-138-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08R7UHP3JA,Reported by Vicnesh Baskar,false
139,Intermittent Transaction Processing Outage,Service Incident,Closed,P4,AS and Auth team checked the corresponding message on payroute logs for the few impacted auth from paypower and have concluded that there is no impact. It was a logging issue on the Paypower side but the correct message is sent to the Payroute and eventually UAEswitch. ,Snothile Dlamini,Snothile Dlamini,,,Kamal Thapa,Banking.Live,Wio,N/A,,,https://teams.microsoft.com/l/meetup-join/19%3ameeting_MzRiMzJmZGEtMWEwZC00YjQyLWI0ODA%5B%E2%80%A6%5D2c%22Oid%22%3a%22067d56db-044f-4b5b-b44c-8303c87625ab%22%7d,,,,,,,,,,,2025-05-09T12:12:02.151Z,2025-05-09T12:12:02.151Z,,,,,2025-05-09T13:13:17.549Z,,2025-05-09T13:13:17.549Z,,2025-05-09T13:13:29.548Z,,2025-05-09T13:13:29.548Z,3675,2025-05-09T13:17:18.775Z,,public,369.8,334.8,35.1,0,09may-p4-139-intermittent-transaction-processing-outage,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08SAAS9KT2,Reported by Snothile Dlamini,true
140,Full Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"**Issue:** There was a full outage of transaction processing for BOJ starting from 13-May-2025 17:02:15.483.

**Impact:** There was a complete interruption of transaction processing for clients.

**Causes:** The outage was related to a routing issue between BOJ and Azure

**Steps to resolve:** Transactions resumed by 13-May-2025 18:20:51.570, following a conference call with BOJ's infrastructure team to troubleshoot and ensure connections were restored.",Daniel Velado,Daniel Velado,,,,Banking.Live,Bank of Jordan,,,Third-Party - Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8745910392/2025-05-13+-+P1+-+Full+Outage+of+Transaction+Processing,2025-05-13T17:41:29.068Z,2025-05-13T17:41:29.068Z,,,,,2025-05-13T18:36:14.364Z,,2025-05-13T18:22:32.339Z,2025-05-13T18:36:14.364Z,,,,3285,2026-02-02T15:17:03.980Z,,public,441.4,391.3,50.1,0,13may-p1-140-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08SV6HU4BS,Reported by Daniel Velado,false
141,D360 - Missing VISAIN files for 13 May,Service Incident,Closed,P4,"VISAIN files for 13 May were initially reported as missing which could affect settlements.

An early trigger of the ProcessSettlementVISA likely caused the alert due to a D360 deployment PS restart.

The incident was downgraded to a P4 as there was no impact, and confirmation was received that the necessary settlement report had been generated and sent.",Vicnesh Baskar,Dominic Wee,,,Dominic Wee,Banking.Live,,,,,,,,,,,,,,,,2025-05-14T00:01:56.283Z,2025-05-14T00:01:56.283Z,,,,,2025-05-14T00:47:23.512Z,,2025-05-14T00:47:23.512Z,,,,2025-05-14T00:47:23.512Z,2727,2025-05-14T00:47:47.237Z,,public,121.1,121.1,0,0,14may-p4-141-d360-missing-visain-files-for-13-may,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08S2RRNTR9,Reported by Dominic Wee,false
142,Partial Outage of Transaction Monitoring Capability,Service Incident,Closed,P3 - Non-Critical,"On 14 May 2025 at 04:19 UTC, the Engineering team was alerted about a potential full outage in transaction processing due to multiple Crimson instances (crimson3–8) showing down alerts in monitoring tools. Initial investigation showed that transaction processing appeared halted, and alerts were triggered by missing data in monitoring systems. Further analysis revealed that a timezone discrepancy in the database servers had shifted system timestamps by two hours into the future, causing monitoring tools (DataDog/SumoLogic) to misinterpret data availability.
The database timezone was found to have changed from SAST to UTC, affecting system timestamps. The database host was time-synced and confirmed by 06:45 UTC. Monitoring systems began reflecting correct data, confirming that transaction processing had been running correctly throughout the incident. The issue was resolved by syncing server times and validating system stability.
The Database, Infrastructure, and Application Support were engaged in a detailed investigation. Further updates on the root cause and preventive actions will be provided in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,,,Ardiansyah Ar,VoucherEngine,"Agoda, Phillip Bank, Vodafone Fiji, Melkar",,Crimson nodes are down impacting transaction processing,Paymentology,https://teams.microsoft.com/l/meetup-join/19%3ameeting_YjliMTI5M2MtY2Y1ZC00Yzc2LWJhOWEtOWRiOTg1ODdkZDVj%40thread.v2/0?context=%7b%22Tid%22%3a%224f7797e2-a59f-4381-ad8e-b81223603c9d%22%2c%22Oid%22%3a%225bc8ffce-74fa-4e51-af76-275e9877517e%22%7d,Transaction Processing,,,,,,,,,,2025-05-14T04:52:09.933Z,2025-05-14T04:52:09.933Z,,,,,2025-05-14T08:28:51.152Z,,2025-05-14T08:28:51.152Z,,2025-07-15T06:54:53.615Z,,2025-07-15T06:54:53.615Z,13001,2025-07-15T06:54:53.717Z,,public,1180.6,1056.4,53.8,70.4,14may-p3-non-critical-142-partial-outage-of-transaction-monitoring-capabili,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08SXQK6YLQ,Reported by Vicnesh Baskar,true
143,Partial Outage of ATM Transaction Processing - Flexpay,Service Incident,Post-Incident Tasks & Documentation,P1,"On May 17th at 09:00 UTC, we received cardholder reports regarding ATM transactions not working.

Our Dev team noticed reduced traffic for Acorn/Flexpay ATM transactions.
Application and network checks were performed, not returning any error from PYTG side.

Mastercard confirmed an infrastructure problem on their side, which prevented ATM transactions from all acquirers but one from going through.

Additional root cause information and preventive measures have been requested from Mastercard.",Daniel Velado,Daniel Velado,,,,Acorn / FlexPay,,,,Third-Party - Client,https://teams.microsoft.com/l/meetup-join/19%3ameeting_MjRjMGM2MmEtZTkwZS00NWRmLWI0NGQtYmUwOTUyYjYyMzQz%40thread.v2/0?context=%7b%22Tid%22%3a%224f7797e2-a59f-4381-ad8e-b81223603c9d%22%2c%22Oid%22%3a%2277fd2081-e5b3-4187-a436-a13e4cc70a0f%22%7d,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8745844980/2025-05-17+-+P1+-+Partial+Outage+of+ATM+Transaction+Processing+-+Flexpay,2025-05-17T09:56:24.723Z,2025-05-17T09:56:24.723Z,,,,,2025-05-17T16:30:49.916Z,,2025-05-17T16:30:49.916Z,,,,,23665,2026-02-02T15:17:30.285Z,,public,476.5,307.1,34.8,134.6,17may-p1-143-partial-outage-of-atm-transaction-processing-flexpay,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08T7CJ8XG9,Reported by Daniel Velado,false
144,Full Outage of Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P1,"On 19 May 2025 at 03:42 UTC, Advanced Support team was alerted by a client about issues with transaction processing and API failures, including `sc_get_cvv2`, `sc_get_pan`, and `v2_sc_get_pin`. Initial investigation indicated the problem was due to the expiry of a PKS certificate, which affected transaction processing.
The PKS system's certificate validity was extended to the year 2030, and both PKS 01 and PKS 02 instances were restarted. By 04:34 UTC, successful API and transaction processing were confirmed, and normal service was restored. Further updates on the root cause and preventive actions will be provided in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,,,Dominic Wee,Banking.Live,Zing,The issue was resolved by updating the certificate and restarting the affected components,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8740929585/2025-05-19+-+P1+-+Full+Outage+of+Transaction+Processing+1,2025-05-19T04:18:32.704Z,2025-05-19T04:18:32.704Z,,,,,2025-05-19T04:51:18.579Z,,2025-05-19T04:51:18.579Z,,2025-05-20T09:02:00.247Z,,,1965,2025-05-20T09:02:00.581Z,,public,342.9,278.6,20,44.3,19may-p1-144-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08SPBARLLT,Reported by Vicnesh Baskar,false
145,Partial Outage of Trasaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P1,"Currently investigating a high spike on 9120 for BIN 533892.

Error ratio: 33.36%",Daniel Velado,Daniel Velado,,,,VoucherEngine,Mukuru,,,Paymentology,https://teams.microsoft.com/l/meetup-join/19%3ameeting_NmUzMDBmY2UtMDA0MS00MzM2LTgwMTEtYzcxZWM0NWYzNjVm%40thread.v2/0?context=%7b%22Tid%22%3a%224f7797e2-a59f-4381-ad8e-b81223603c9d%22%2c%22Oid%22%3a%2277fd2081-e5b3-4187-a436-a13e4cc70a0f%22%7d,,,,,,,,,,,2025-05-19T17:04:04.646Z,2025-05-19T17:04:04.646Z,,,,,2025-05-19T17:44:10.818Z,,2025-05-19T17:44:10.818Z,,,,,2406,2026-02-02T15:19:49.887Z,,public,160.3,145.8,14.5,0,19may-p1-145-partial-outage-of-trasaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08ST490FH9,Reported by Daniel Velado,false
146,Full Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"On 19 May 2025 at 21:17 UTC, the Paymentology team was alerted about a full outage of transaction processing due to a VPN tunnel disruption affecting connectivity with a client. Initial investigation indicated that the tunnel failed to reconnect after a disconnection, potentially due to an upstream ISP issue. Both Paymentology’s and the client’s network teams, along with their respective ISPs and Pulsant, were engaged to investigate the failure.
Prior to the incident, work had already been initiated to reroute traffic via an alternative Azure VPN tunnel. As both ISPs were unable to identify any fault within their networks, it was jointly decided during the incident to proceed with configuring the Azure VPN migration. However, while this migration was underway, the VPN connectivity on the original tunnel self-restored. Upon this restoration, the client opted to roll back any changes related to the Azure VPN and maintain the existing configuration. The Azure VPN migration will instead be completed under a planned change to ensure service stability.
Transaction processing resumed to normal following the restoration of connectivity at 01:25 UTC on 20 May 2025. Both internal and external teams were actively involved throughout the incident, and a detailed root cause analysis and follow-up actions will be documented in the RCAR.",Vicnesh Baskar,Daniel Velado,,,Jenifer Cachero,Banking.Live,Islandsbanki,Self Normalized,,Third-Party - Paymentology,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZmE2MWFlZjItMDU0OC00MDA0LWJlNDktOTE0NzZlNWIzNmY5%40thread.v2/0?context=%7b%22Tid%22%3a%224f7797e2-a59f-4381-ad8e-b81223603c9d%22%2c%22Oid%22%3a%2277fd2081-e5b3-4187-a436-a13e4cc70a0f%22%7d,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8740864049/2025-05-19+-+P1+-+Full+Outage+of+Transaction+Processing,2025-05-19T22:18:23.938Z,2025-05-19T22:18:23.938Z,,,,,2025-05-20T02:00:35.399Z,,2025-05-20T00:56:26.844Z,2025-05-20T02:00:35.399Z,,,,13331,2026-02-02T15:20:58.298Z,,public,566.2,494.3,0,71.9,19may-p1-146-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C08SWDL94KG,Reported by Daniel Velado,false
